iter	RMSE
719	0.3504266208
720	0.3503753253
721	0.3502024481
722	0.350098732
723	0.3500391368
724	0.3497768079
725	0.3495947651
726	0.3494413956
727	0.3493794485
728	0.3487494041
729	0.3486831834
730	0.3485013854
731	0.3484310048
732	0.3483918923
733	0.3482793292
734	0.3482396898
735	0.3482092229
736	0.3480154077
737	0.3479375949
738	0.3479012923
739	0.3477082999
740	0.3476602112
741	0.3476276131
742	0.3475551267
743	0.3474320295
744	0.3473804949
745	0.3472459606
746	0.3471408665
747	0.3468637564
748	0.3467862631
749	0.3466080011
750	0.3464827071
751	0.3462934922
752	0.3461873104
753	0.3460677174
754	0.3459124054
755	0.3458940882
756	0.3458121129
757	0.3457289232
758	0.3457074129
759	0.3455443679
760	0.3454524812
761	0.3454315483
762	0.3453244251
763	0.3451384429
764	0.3450354364
765	0.3447899251
766	0.3447389681
767	0.3444547031
768	0.3444029897
769	0.3443648189
770	0.3438546011
771	0.3436935237
772	0.3435909898
773	0.3434138372
774	0.3433384089
775	0.3432786004
776	0.3431905008
777	0.343009482
778	0.3429132885
779	0.3428925095
780	0.3427598294
781	0.3425676406
782	0.3422585194
783	0.3420331302
784	0.341992982
785	0.3418231075
786	0.3416642598
787	0.3415654761
788	0.341470393
789	0.3412856754
790	0.3410480354
791	0.3407984571
792	0.3406855881
793	0.3406151786
794	0.3405728052
795	0.3404723103
796	0.3404039638
797	0.3402636986
798	0.3401675499
799	0.340009766
800	0.3397939279
801	0.3396233451
802	0.3393394024
803	0.3390915837
804	0.3390009765
805	0.3389918013
806	0.3389452244
807	0.3387811769
808	0.338638694
809	0.3385414811
810	0.3384556005
811	0.338346952
812	0.3381666029
813	0.3380185888
814	0.3377334902
815	0.3376812075
816	0.3375463851
817	0.3375463848
818	0.3374939684
819	0.3374239376
820	0.337295641
821	0.3371816488
822	0.337116165
823	0.3369778842
824	0.3368798962
825	0.3367871125
826	0.3367179295
827	0.3366695467
828	0.3365940931
829	0.3364447608
830	0.3362975028
831	0.3361409479
832	0.3360799639
833	0.335918514
834	0.3358360529
835	0.3358218161
836	0.3357741057
837	0.3357073866
838	0.3356851587
839	0.3355397204
840	0.3354420499
841	0.3353037747
842	0.3352013288
843	0.3351303942
844	0.3351168414
845	0.3350304302
846	0.3347860729
847	0.3346547213
848	0.3346256425
849	0.3344855606
850	0.3342315252
851	0.334112765
852	0.3340764105
853	0.3338249578
854	0.3337417633
855	0.3336061949
856	0.3334777245
857	0.333412352
858	0.333154058
859	0.3331154522
860	0.3330351547
861	0.3330097033
862	0.3329934806
863	0.3329522558
864	0.3328365657
865	0.3327678709
866	0.3326577578
867	0.3326333557
868	0.3324685947
869	0.3322707037
870	0.3322245599
871	0.332188698
872	0.3321523001
873	0.3320165303
874	0.3319367291
875	0.331875417
876	0.3317946084
877	0.331643786
878	0.3315657924
879	0.3314905461
880	0.3314232698
881	0.3313196911
882	0.3312396399
883	0.3311264044
884	0.330962045
885	0.3309305888
886	0.3308254413
887	0.3307989438
888	0.330753854
889	0.3306664341
890	0.3305413615
891	0.3304919451
892	0.3304435104
893	0.3304234584
894	0.3302987111
895	0.3302689186
896	0.3301632559
897	0.3301314489
898	0.3300591997
899	0.3300091027
900	0.3299935691
901	0.3297632557
902	0.3296859028
903	0.3295968453
904	0.3295039784
905	0.3294671841
906	0.3294535795
907	0.3294056068
908	0.3292436719
909	0.3291123776
910	0.3290900452
911	0.3290510403
912	0.328951951
913	0.3288090394
914	0.3287979274
915	0.3286819546
916	0.3286135378
917	0.3285878159
918	0.3285363448
919	0.3284969634
920	0.3284449307
921	0.3283233556
922	0.3282723761
923	0.3280847618
924	0.3280452957
925	0.3279987422
926	0.3279377863
927	0.3277136143
928	0.3276760424
929	0.3276144777
930	0.3275144131
931	0.3274608604
932	0.3272930927
933	0.3272460412
934	0.3271502559
935	0.3270292263
936	0.3269948473
937	0.3268202992
938	0.3267474961
939	0.3267051409
940	0.3266293523
941	0.3264887089
942	0.3263883587
943	0.3262227019
944	0.3261601081
945	0.326137537
946	0.3260960889
947	0.326087777
948	0.3260600686
949	0.3259872489
950	0.3259608293
951	0.3259171675
952	0.3256719441
953	0.325653139
954	0.3255081713
955	0.3254823224
956	0.3254200957
957	0.32530519
958	0.3252857769
959	0.3252040071
960	0.3251580418
961	0.3249632602
962	0.3248542151
963	0.3248494048
964	0.3247878574
965	0.3245918735
966	0.3245111636
967	0.3243745966
968	0.3243169195
969	0.3241887794
970	0.324099301
971	0.3239869811
972	0.3237974217
973	0.3236751327
974	0.323524291
975	0.3234440855
976	0.3234225192
977	0.3234012504
978	0.3233419072
979	0.323235973
980	0.3231050987
981	0.3230170795
982	0.3230014795
983	0.3229121245
984	0.3228126115
985	0.3227424372
986	0.3227150585
987	0.3223715495
988	0.3221860317
989	0.3221524281
990	0.3220708709
991	0.3219174453
992	0.3218887277
993	0.3218253425
994	0.3217330383
995	0.3216537855
996	0.3215674945
997	0.3215235777
998	0.3214537081
999	0.3213947386
